 150,  61,2,  "ул Молодёжная, д 2, кв 69"
 151,  61,3,  "ул Набережная, д 3, кв 86"
 152,  62,1,  "ул Набережная, д 7, кв 99"
 153,  62,1,        "ул Новая, д 6, кв 2"
 154,  62,3,  "ул Набережная, д 7, кв 51"
 155,  62,2,    "ул Советская, д 1, кв 7"
 156,  62,2,   "ул Советская, д 2, кв 49"
 157,  63,1, "ул Центральная, д 6, кв 62"
 158,  63,2,   "ул Советская, д 2, кв 47"
 159,  63,1,   "ул Советская, д 4, кв 37"
 160,  64,3,      "ул Лесная, д 4, кв 23"
 161,  64,2,   "ул Молодёжная, д 5, кв 8"
 162,  64,2,       "ул Новая, д 4, кв 79"
 163,  65,2,    "ул Школьная, д 7, кв 58"
 164,  65,3,        "ул Мира, д 4, кв 74"
 165,  65,1,   "ул Школьная, д 6, кв 138"
 166,  65,3,    "ул Школьная, д 7, кв 31"
 167,  65,1,       "ул Новая, д 6, кв 93"
 168,  66,1,        "ул Мира, д 5, кв 23"
 169,  67,1,       "ул Новая, д 2, кв 46"
 170,  67,3,     "ул Садовая, д 6, кв 53"
 171,  67,1,    "ул Школьная, д 2, кв 76"
 172,  68,2,  "ул Набережная, д 7, кв 59"
 173,  69,1,        "ул Мира, д 1, кв 72"
 174,  69,3, "ул Центральная, д 2, кв 47"
 175,  70,1,  "ул Молодёжная, д 2, кв 53"
 176,  70,1,    "ул Садовая, д 6, кв 129"
 177,  74,1,  "ул Молодёжная, д 1, кв 29"
 178,  74,1,       "ул Лесная, д 4, кв 6"
 179,  74,2,   "ул Советская, д 4, кв 35"
 180,  76,1,     "ул Садовая, д 5, кв 39"
 181,  76,2,  "ул Молодёжная, д 2, кв 13"
 182,  76,2,    "ул Школьная, д 7, кв 80"
 183,  76,1,       "ул Новая, д 2, кв 66"
 184,  76,3,        "ул Мира, д 5, кв 92"
 185,  78,1,    "ул Школьная, д 8, кв 15"
 186,  78,1,   "ул Советская, д 2, кв 45"
 187,  79,2,        "ул Мира, д 3, кв 29"
 188,  79,1,       "ул Новая, д 7, кв 32"
 189,  79,3,  "ул Молодёжная, д 1, кв 81"
 190,  79,3,    "ул Школьная, д 4, кв 13"
 191,  80,1,    "ул Школьная, д 8, кв 87"
 192,  80,1,       "ул Новая, д 6, кв 96"
 193,  82,2,     "ул Садовая, д 5, кв 21"
 194,  82,2,      "ул Лесная, д 1, кв 27"
 195,  82,2,   "ул Советская, д 5, кв 80"
 196,  82,3,        "ул Мира, д 2, кв 91"
 197,  83,1,   "ул Советская, д 1, кв 37"
 198,  83,2,    "ул Школьная, д 6, кв 13"
 199,  83,3,        "ул Мира, д 1, кв 41"
 200,  83,2,        "ул Мира, д 2, кв 71"
 201,  84,3, "ул Центральная, д 1, кв 83"
 202,  84,2,       "ул Новая, д 4, кв 48"
 203,  84,1,       "ул Новая, д 5, кв 66"
 204,  84,2,      "ул Лесная, д 4, кв 60"
 205,  86,2,        "ул Мира, д 2, кв 44"
 206,  86,1, "ул Набережная, д 7, кв 108"
 207,  86,2,     "ул Садовая, д 3, кв 98"
 208,  86,3, "ул Набережная, д 2, кв 112"
 209,  87,3,     "ул Садовая, д 2, кв 17"
 210,  87,1,       "ул Мира, д 4, кв 105"
 211,  87,3,     "ул Ленина, д 2, кв 123"
 212,  87,1,    "ул Школьная, д 4, кв 94"
 213,  87,2,  "ул Набережная, д 2, кв 14"
 214,  88,3,      "ул Лесная, д 1, кв 19"
 215,  88,2,     "ул Садовая, д 5, кв 82"
 216,  89,3,"ул Центральная, д 7, кв 137"
 217,  89,2,    "ул Школьная, д 1, кв 45"
 218,  89,3,       "ул Новая, д 5, кв 68"
 219,  89,3,         "ул Мира, д 5, кв 2"
 220,  89,3,       "ул Новая, д 7, кв 83"
 221,  90,2,     "ул Садовая, д 1, кв 12"
 222,  90,1,     "ул Садовая, д 1, кв 14"
 223,  90,2,      "ул Лесная, д 2, кв 37"
 224,  91,2,       "ул Новая, д 6, кв 71"
 225,  91,3,   "ул Советская, д 1, кв 60"
 226,  92,2,      "ул Лесная, д 1, кв 67"
 227,  92,3,     "ул Садовая, д 7, кв 31"
 228,  92,1,     "ул Садовая, д 2, кв 12"
 229,  92,3,  "ул Молодёжная, д 5, кв 64"
 230,  93,1,      "ул Ленина, д 5, кв 29"
 231,  93,3,  "ул Молодёжная, д 4, кв 89"
 232,  93,2,     "ул Садовая, д 4, кв 16"
 233,  94,2,  "ул Набережная, д 4, кв 24"
 234,  94,2,     "ул Лесная, д 2, кв 110"
 235,  94,3,    "ул Школьная, д 5, кв 40"
 236,  94,3, "ул Центральная, д 1, кв 97"
 237,  94,1,  "ул Набережная, д 6, кв 64"
 238,  96,2,   "ул Советская, д 5, кв 91"
 239,  96,1,     "ул Садовая, д 7, кв 36"
 240,  96,1,        "ул Мира, д 4, кв 69"
 241,  96,1,     "ул Ленина, д 4, кв 122"
 242,  98,3,      "ул Лесная, д 2, кв 99"
 243,  98,2,      "ул Ленина, д 4, кв 25"
 244,  98,2,   "ул Советская, д 1, кв 36"
 245,  99,1,         "ул Мира, д 5, кв 7"
 246,  99,2,      "ул Лесная, д 1, кв 84"
 247,  99,2,      "ул Новая, д 3, кв 121"
 248,  99,1,        "ул Мира, д 3, кв 88"
 249,  99,3,   "ул Школьная, д 1, кв 105"
 250, 100,1,    "ул Школьная, д 1, кв 96"
 251, 100,1,   "ул Набережная, д 5, кв 3"
 252, 100,3,   "ул Советская, д 2, кв 52"
 253, 100,1,      "ул Ленина, д 1, кв 92"
 254, 100,2,  "ул Молодёжная, д 3, кв 78"
 255, 101,2, "ул Центральная, д 7, кв 40"
 256, 101,2,        "ул Мира, д 6, кв 21"
 257, 101,3,  "ул Набережная, д 1, кв 32"
 258, 101,2,   "ул Школьная, д 6, кв 130"
 259, 101,2,    "ул Школьная, д 2, кв 66"
 260, 102,3,       "ул Новая, д 3, кв 56"
 261, 102,3,    "ул Школьная, д 6, кв 94"
 262, 102,2,    "ул Школьная, д 9, кв 16"
 263, 102,2,      "ул Лесная, д 4, кв 41"
 264, 102,3,   "ул Советская, д 2, кв 50"
 265, 103,3,      "ул Ленина, д 3, кв 49"
 266, 103,1,  "ул Молодёжная, д 1, кв 11"
 267, 103,2,      "ул Лесная, д 4, кв 76"
 268, 103,3,      "ул Лесная, д 5, кв 42"
 269, 103,2,      "ул Лесная, д 5, кв 11"
 270, 104,1,    "ул Садовая, д 3, кв 141"
 271, 104,3,     "ул Садовая, д 4, кв 88"
 272, 104,1,       "ул Новая, д 5, кв 44"
 273, 104,2,    "ул Школьная, д 9, кв 65"
 274, 105,2,       "ул Новая, д 7, кв 42"
 275, 105,3,      "ул Ленина, д 2, кв 45"
 276, 105,3,    "ул Школьная, д 4, кв 24"
 277, 105,2,        "ул Новая, д 1, кв 3"
 278, 105,3,      "ул Ленина, д 6, кв 24"
 279, 106,2,      "ул Садовая, д 8, кв 1"
 280, 106,3,       "ул Новая, д 2, кв 38"
 281, 107,2,  "ул Набережная, д 5, кв 11"
 282, 107,3,       "ул Новая, д 1, кв 67"
 283, 109,2,        "ул Мира, д 5, кв 77"
 284, 109,1,     "ул Школьная, д 4, кв 9"
 285, 109,3,    "ул Школьная, д 9, кв 26"
 286, 109,1,      "ул Лесная, д 1, кв 96"
 287, 111,2,   "ул Советская, д 4, кв 76"
 288, 111,1,        "ул Мира, д 1, кв 76"
 289, 111,1,  "ул Молодёжная, д 4, кв 69"
 290, 111,1,    "ул Садовая, д 3, кв 100"
 291, 112,2,       "ул Новая, д 3, кв 22"
 292, 112,1,  "ул Набережная, д 6, кв 52"
 293, 113,3,  "ул Набережная, д 1, кв 52"
 294, 114,3, "ул Центральная, д 4, кв 13"
 295, 114,1,  "ул Набережная, д 6, кв 71"
 296, 114,3,       "ул Мира, д 7, кв 103"
 297, 114,3,     "ул Ленина, д 3, кв 134"
 298, 114,1,        "ул Мира, д 7, кв 60"
 299, 115,3,     "ул Садовая, д 3, кв 33"
 300, 115,2,"ул Центральная, д 2, кв 128"
 301, 115,1,    "ул Школьная, д 2, кв 99"
 302, 115,3,   "ул Советская, д 3, кв 79"
 303, 116,2,  "ул Молодёжная, д 2, кв 83"
 304, 116,3,  "ул Молодёжная, д 4, кв 86"
 305, 116,3,   "ул Школьная, д 9, кв 106"
 306, 116,3, "ул Центральная, д 7, кв 87"
 307, 117,2,         "ул Мира, д 6, кв 2"
 308, 117,3,      "ул Ленина, д 6, кв 60"
 309, 118,3,  "ул Набережная, д 1, кв 20"
 310, 119,3,  "ул Набережная, д 1, кв 70"
 311, 119,2,   "ул Советская, д 4, кв 77"
 312, 119,2,    "ул Садовая, д 4, кв 136"
 313, 120,2,       "ул Новая, д 6, кв 49"
 314, 120,1,       "ул Новая, д 7, кв 74"
 315, 121,3, "ул Центральная, д 2, кв 19"
 316, 122,3,   "ул Набережная, д 5, кв 8"
 317, 123,2,     "ул Садовая, д 5, кв 12"
 318, 123,2,"ул Центральная, д 1, кв 109"
 319, 124,2,  "ул Набережная, д 2, кв 64"
 320, 125,3,    "ул Школьная, д 8, кв 75"
 321, 125,2,      "ул Ленина, д 1, кв 81"
 322, 125,3,    "ул Школьная, д 7, кв 73"
 323, 126,3,    "ул Садовая, д 7, кв 102"
 324, 126,1,       "ул Лесная, д 1, кв 3"
 325, 126,3,     "ул Лесная, д 2, кв 118"
 326, 126,2,   "ул Советская, д 4, кв 81"
 327, 126,1,      "ул Лесная, д 2, кв 65"
 328, 128,2,      "ул Лесная, д 1, кв 54"
 329, 128,1,      "ул Ленина, д 5, кв 35"
 330, 129,3,       "ул Новая, д 6, кв 73"
 331, 129,3,     "ул Школьная, д 6, кв 4"
 332, 129,1,      "ул Ленина, д 7, кв 59"
 333, 130,3,      "ул Лесная, д 5, кв 25"
 334, 130,2,   "ул Школьная, д 1, кв 117"
 335, 130,1,     "ул Лесная, д 5, кв 119"
 336, 130,1, "ул Центральная, д 4, кв 11"
 337, 130,3,     "ул Садовая, д 3, кв 10"
 338, 131,2,    "ул Школьная, д 1, кв 72"
 339, 131,2,     "ул Лесная, д 3, кв 122"
 340, 132,2,"ул Центральная, д 7, кв 107"
 341, 133,3, "ул Центральная, д 2, кв 23"
 342, 133,2, "ул Молодёжная, д 3, кв 105"
 343, 134,1,       "ул Новая, д 2, кв 91"
 344, 134,1, "ул Набережная, д 4, кв 107"
 345, 134,1,    "ул Советская, д 2, кв 1"
 346, 135,2,  "ул Молодёжная, д 4, кв 19"
 347, 135,1,   "ул Советская, д 3, кв 60"
 348, 137,3,   "ул Советская, д 1, кв 79"
 349, 137,3,    "ул Школьная, д 9, кв 13"
 350, 138,2,      "ул Лесная, д 2, кв 61"
 351, 138,2,  "ул Молодёжная, д 2, кв 75"
 352, 139,2,      "ул Ленина, д 4, кв 87"
 353, 140,2,    "ул Садовая, д 3, кв 106"
 354, 141,3,  "ул Набережная, д 2, кв 59"
 355, 141,3,      "ул Лесная, д 3, кв 55"
 356, 141,2,       "ул Новая, д 5, кв 64"
 357, 141,1,        "ул Мира, д 2, кв 51"
 358, 141,1, "ул Центральная, д 5, кв 77"
 359, 144,1,  "ул Набережная, д 1, кв 25"
 360, 144,2,      "ул Ленина, д 5, кв 84"
 361, 145,1,  "ул Набережная, д 3, кв 70"
 362, 145,3,    "ул Школьная, д 7, кв 71"
 363, 145,1,    "ул Школьная, д 8, кв 43"
 364, 145,2,     "ул Садовая, д 4, кв 75"
 365, 145,2, "ул Центральная, д 7, кв 84"
 366, 147,2,        "ул Мира, д 4, кв 51"
 367, 147,1, "ул Центральная, д 4, кв 76"
 368, 147,2,  "ул Молодёжная, д 4, кв 14"
 369, 148,1,   "ул Советская, д 3, кв 81"
 370, 149,1,"ул Центральная, д 2, кв 131"
 371, 149,2,      "ул Ленина, д 4, кв 91"
 372, 149,1,      "ул Ленина, д 3, кв 76"
 373, 149,3,        "ул Мира, д 3, кв 46"
 374, 149,2,    "ул Школьная, д 5, кв 39"
 375, 151,3,     "ул Садовая, д 5, кв 77"
 376, 151,2,        "ул Мира, д 3, кв 40"
 377, 151,2,  "ул Молодёжная, д 2, кв 73"
 378, 152,1, "ул Центральная, д 5, кв 16"
 379, 152,3,      "ул Лесная, д 3, кв 73"
 380, 154,3, "ул Набережная, д 3, кв 103"
 381, 154,3,     "ул Школьная, д 1, кв 6"
 382, 154,1,     "ул Садовая, д 8, кв 53"
 383, 154,1,  "ул Набережная, д 6, кв 82"
 384, 155,3,    "ул Школьная, д 2, кв 88"
 385, 155,1,       "ул Ленина, д 7, кв 3"
 386, 156,2,    "ул Школьная, д 9, кв 44"
 387, 156,3, "ул Центральная, д 4, кв 38"
 388, 158,2,      "ул Лесная, д 4, кв 19"
 389, 158,1, "ул Центральная, д 7, кв 74"
 390, 158,3,      "ул Ленина, д 7, кв 77"
 391, 158,3,   "ул Советская, д 4, кв 46"
 392, 160,1,       "ул Мира, д 5, кв 115"
 393, 160,2,       "ул Новая, д 6, кв 35"
 394, 160,1, "ул Центральная, д 3, кв 12"
 395, 161,3,       "ул Мира, д 5, кв 116"
 396, 162,1,        "ул Мира, д 6, кв 25"
 397, 162,2,      "ул Новая, д 7, кв 103"
 398, 162,2,   "ул Советская, д 1, кв 33"
 399, 165,3,  "ул Молодёжная, д 3, кв 97"
 400, 165,1,       "ул Новая, д 5, кв 46"
 401, 165,1,    "ул Школьная, д 2, кв 31"
 402, 165,2,        "ул Новая, д 6, кв 3"
 403, 166,1,      "ул Ленина, д 7, кв 18"
 404, 166,3, "ул Набережная, д 4, кв 114"
 405, 166,3,      "ул Ленина, д 6, кв 82"
 406, 166,2,        "ул Мира, д 6, кв 38"
 407, 166,2,     "ул Ленина, д 5, кв 107"
 408, 167,3,     "ул Ленина, д 5, кв 110"
 409, 167,2,     "ул Садовая, д 6, кв 15"
 410, 167,2,  "ул Набережная, д 2, кв 69"
 411, 167,3,    "ул Школьная, д 2, кв 92"
 412, 167,2,       "ул Новая, д 6, кв 82"
 413, 168,1, "ул Центральная, д 6, кв 27"
 414, 168,1,    "ул Школьная, д 3, кв 19"
 415, 169,1,   "ул Школьная, д 8, кв 128"
 416, 169,2, "ул Центральная, д 6, кв 37"
 417, 169,3,      "ул Ленина, д 2, кв 88"
 418, 170,1,      "ул Ленина, д 5, кв 52"
 419, 170,1,      "ул Лесная, д 1, кв 24"
 420, 170,3,      "ул Лесная, д 3, кв 70"
 421, 171,2,   "ул Советская, д 3, кв 57"
 422, 171,3,  "ул Набережная, д 2, кв 25"
 423, 171,1,  "ул Набережная, д 2, кв 48"
 424, 171,2, "ул Центральная, д 3, кв 37"
 425, 172,1, "ул Центральная, д 1, кв 72"
 426, 172,3, "ул Центральная, д 6, кв 40"
 427, 173,3,      "ул Ленина, д 4, кв 64"
 428, 173,2,       "ул Новая, д 6, кв 25"
 429, 173,3, "ул Центральная, д 6, кв 14"
 430, 174,1,   "ул Советская, д 4, кв 32"
 431, 175,1,       "ул Новая, д 1, кв 54"
 432, 176,3,    "ул Советская, д 3, кв 2"
 433, 176,2,        "ул Мира, д 4, кв 95"
 434, 176,2,       "ул Мира, д 4, кв 119"
 435, 176,3,    "ул Школьная, д 2, кв 41"
 436, 176,1,    "ул Школьная, д 9, кв 84"
 437, 179,1,  "ул Набережная, д 3, кв 62"
 438, 179,2,     "ул Садовая, д 6, кв 37"
 439, 179,3,  "ул Молодёжная, д 3, кв 82"
 440, 179,1,      "ул Лесная, д 3, кв 95"
 441, 180,3,      "ул Ленина, д 5, кв 27"
 442, 180,3,  "ул Набережная, д 5, кв 85"
 443, 180,2,       "ул Новая, д 6, кв 52"
 444, 181,1,      "ул Лесная, д 2, кв 69"
 445, 181,3,         "ул Мира, д 1, кв 5"
 446, 181,1,    "ул Садовая, д 3, кв 126"
 447, 182,3,"ул Центральная, д 2, кв 104"
 448, 182,3, "ул Центральная, д 2, кв 46"
 449, 185,1,   "ул Советская, д 3, кв 12"
 450, 186,2,     "ул Садовая, д 7, кв 49"
 451, 186,1,     "ул Садовая, д 4, кв 45"
 452, 186,1,       "ул Ленина, д 4, кв 4"
 453, 186,2,  "ул Молодёжная, д 1, кв 36"
 454, 186,3,   "ул Советская, д 5, кв 40"
 455, 187,1,  "ул Центральная, д 5, кв 1"
 456, 188,2,   "ул Советская, д 1, кв 80"
 457, 189,1,       "ул Новая, д 2, кв 79"
 458, 189,2,    "ул Школьная, д 3, кв 81"
 459, 189,1,    "ул Школьная, д 4, кв 77"
 460, 190,3,   "ул Советская, д 4, кв 70"
 461, 190,3,        "ул Мира, д 7, кв 11"
 462, 190,3,    "ул Школьная, д 4, кв 84"
 463, 190,1,     "ул Садовая, д 6, кв 79"
 464, 193,1,       "ул Ленина, д 5, кв 4"
 465, 193,3,  "ул Молодёжная, д 4, кв 15"
 466, 193,1,  "ул Молодёжная, д 5, кв 60"
 467, 193,3,       "ул Новая, д 4, кв 49"
 468, 194,3,  "ул Молодёжная, д 5, кв 79"
 469, 194,2,    "ул Школьная, д 3, кв 34"
 470, 194,1,  "ул Набережная, д 4, кв 19"
 471, 196,1,       "ул Новая, д 7, кв 73"
 472, 196,1,       "ул Новая, д 4, кв 57"
 473, 197,2,      "ул Садовая, д 6, кв 6"
 474, 197,3,      "ул Лесная, д 3, кв 80"
 475, 197,1,      "ул Ленина, д 6, кв 76"
 476, 200,3,      "ул Лесная, д 5, кв 75"
 477, 200,2,      "ул Ленина, д 2, кв 18"
 478, 201,3,   "ул Советская, д 5, кв 44"
 479, 201,1,   "ул Школьная, д 1, кв 109"
 480, 201,1,   "ул Школьная, д 2, кв 120"
 481, 201,2,      "ул Новая, д 3, кв 104"
 482, 202,2,  "ул Советская, д 5, кв 101"
 483, 202,3,      "ул Ленина, д 1, кв 24"
 484, 202,1,     "ул Садовая, д 5, кв 23"
 485, 202,2, "ул Центральная, д 4, кв 20"
 486, 202,3,      "ул Ленина, д 5, кв 34"
 487, 203,2,    "ул Школьная, д 3, кв 69"
 488, 203,1,     "ул Садовая, д 6, кв 14"
 489, 203,2,      "ул Лесная, д 5, кв 76"
 490, 203,1,       "ул Новая, д 2, кв 64"
 491, 203,1,  "ул Набережная, д 6, кв 88"
 492, 205,3,      "ул Садовая, д 2, кв 3"
 493, 205,2,  "ул Молодёжная, д 2, кв 57"
 494, 205,3,  "ул Набережная, д 1, кв 33"
 495, 206,3,      "ул Лесная, д 1, кв 28"
 496, 206,2,        "ул Мира, д 1, кв 82"
 497, 206,1,    "ул Школьная, д 4, кв 40"
 498, 207,3,"ул Центральная, д 3, кв 116"
 499, 208,1,     "ул Ленина, д 2, кв 137"
 500, 210,2, "ул Набережная, д 2, кв 114"
 501, 211,2,  "ул Советская, д 5, кв 124"
 502, 211,1,    "ул Школьная, д 3, кв 57"
 503, 212,1,    "ул Школьная, д 2, кв 40"
 504, 212,3, "ул Центральная, д 1, кв 58"
 505, 213,2,   "ул Школьная, д 6, кв 111"
 506, 213,3,     "ул Садовая, д 5, кв 53"
 507, 217,3,        "ул Мира, д 6, кв 56"
 508, 217,1,   "ул Советская, д 2, кв 21"
 509, 217,3,   "ул Советская, д 5, кв 19"
 510, 217,2,     "ул Ленина, д 7, кв 114"
 511, 218,2,   "ул Советская, д 3, кв 11"
 512, 219,3,   "ул Школьная, д 6, кв 128"
 513, 219,3,      "ул Лесная, д 3, кв 47"
 514, 219,1,  "ул Набережная, д 3, кв 32"
 515, 220,2,      "ул Ленина, д 1, кв 40"
 516, 220,3,       "ул Новая, д 2, кв 73"
 517, 220,1,     "ул Лесная, д 2, кв 104"
 518, 220,3,    "ул Школьная, д 3, кв 44"
 519, 220,3,"ул Центральная, д 3, кв 108"
 520, 221,3,      "ул Ленина, д 4, кв 23"
 521, 221,1,        "ул Мира, д 1, кв 59"
 522, 221,2,    "ул Школьная, д 4, кв 68"
 523, 221,3,        "ул Мира, д 7, кв 73"
